KEY,TEXT
statuseffects.extra.lightning,The amount of damage dealt is randomized each turn.
statuseffects.extra.manacorruption,"Mana added for defense team at the end of their turn or from matching tiles activates Mana Corruption only if the target has a mana generation buff or a positive mana generation stack.
[*]Mana additions from other sources always activate Mana Corruption."
statuseffects.extra.manaonenemyspecial,Mana is received at the end of a Special Skill. Mana will not be received if this status effect is removed during a Special Skill.
statuseffects.extra.modifyturnsonhitdancemultieffect,"All existing status effects will be removed when a dance status effect is added. 
[*]Dance gives immunity to new status effects. New dance status effect will replace this effect.
[*]Dance effect cannot be dispelled. The effect is removed when the caster is defeated."
statuseffects.extra.moltenshield,"Molten Shield: Each time the owner of this status effect receives direct damage from an enemy Special Skill, the attacker receives {STATUSEFFECT1DAMAGE} Burn damage over {TURNS} turns."
statuseffects.extra.moonriseward,"Base damage reduction: {FIXEDDAMAGEMODIFIER}
[*]Damage reduction scales depending on the defender's defense and attacker's attack power.
[*] Maximum damage reduction: -{MAX}
[*] Minimum damage reduction: -{MIN}

[*]Growth and Wither affect damage reduction scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage reduction scaling."
statuseffects.extra.multiplealiveenemies,Can't be cast if there's only one enemy left in battle.
statuseffects.extra.noturns.buff,"This effect lasts until it is dispelled, replaced or removed."
statuseffects.extra.noturns.debuff,"This effect lasts until it is cleansed, replaced or removed."
statuseffects.extra.paralysis,"Paralyzed enemies can't attack or gain mana and receive {STATUSEFFECT1DAMAGEMODIFIER}% increased damage.
[*]Once Paralyzed, the effect can't be cleansed."
statuseffects.extra.reallocateeffectsonhit,"Stolen dispellable buff or Growth effect is chosen by random.
[*][#!]Sticky Surface[#] is activated when any damage is received from an enemy.
[*]Each character with [#!]Sticky Surface[#] can only steal one status effect buff or Growth effect per turn from normal attacks."
statuseffects.extra.reallocateeffectsonhit.specialskill.troop.npcnormalattack,"Stolen dispellable buff or Growth effect is chosen by random.
[*][#!]Sticky Surface[#] is activated when the enemy deals damage through normal attacks or Special Skills.
[*]Each character with [#!]Sticky Surface[#] can only steal one status effect buff or Growth effect per turn from normal attacks."
statuseffects.extra.reducefamiliarhealth,"Reduction is applied to owned Minions and to any received Minions while the effect is active.
[*] Reduction only affects Minions' current health."
statuseffects.extra.reducemaxhealthonhealthboost,"Max health can't get lower than 30% of the original max health.
[*] When boosted healing is converted, the max health reduction is doubled if the target already has boosted health."
statuseffects.extra.reducemaxhealthovertime,"Max health can't get lower than {MINIMUMMAXHEALTH}% of the original max health.
[*] Any boosted health is reduced by an additional {REDUCTION} per turn."
statuseffects.extra.reflectdebuffs,"Status effects cast by characters, Minions and Fiends on the same side cannot be reflected."
statuseffects.extra.reflectdebuffsanddamage,"Status effects cast by characters, Minions and Fiends on the same side cannot be reflected."
statuseffects.extra.reflectdefensedebuffstatuseffects,"Status effects cast by characters, Minions and Fiends on the same side cannot be reflected."
statuseffects.extra.reflectminorbuffs,Only dispellable buffs are reflected.
statuseffects.extra.reflectminorbuffstorandomenemy,Only dispellable buffs are reflected.
statuseffects.extra.reflectminordebuffs,Only cleansable status ailments are reflected.
statuseffects.extra.resistcleansefromspecial,This effect also prevents cleansing and reallocating of itself.
statuseffects.extra.resistmanaeffects,This includes both ailments affecting mana generation and direct mana reductions.
statuseffects.extra.revivewitheffect,All status effects and stacks are removed when the caster is defeated.
statuseffects.extra.sandcurseoncounterattack,"Sand Touch: Each time the owner of this status effect counterattacks an enemy, the attacker receives {STATUSEFFECT1DAMAGE} Sand damage over {STATUSEFFECT1TURNS} turns."
statuseffects.extra.sleep,"A sleeping character cannot gain mana or attack.
[*] The sleeping target is woken once it takes damage. This excludes damage from Minions, Fiends, Mega Minions and Mega Fiends.
[*] This effect is uncleansable."
statuseffects.extra.softskin,"The next time they receive damage, it is reduced by {DAMAGEREDUCTION}%. They also resist all status ailments, mana reductions and Insanity. This effect can't be dispelled."
statuseffects.extra.soulbinddamagemirror,"Damage is shared between all [#!]Soul Bound[#] enemies.
[*] This effect will not share damage coming from other shared damage sources or counterattacks."
statuseffects.extra.soulbinddamagereceiver,This effect will always bypass reflection.
statuseffects.extra.specialrevengestatuseffectskill,Each enemy can trigger this effect once per turn.
statuseffects.extra.spiritdance,"All existing status effects will be removed when a dance status effect is added. 
[*]Dance gives immunity to new status effects. New dance status effect will replace this effect.
[*]Dance effect cannot be dispelled. The effect is removed when the caster is defeated."
statuseffects.extra.statuseffectsonspecialcast,Status effects are added at the end of a Special Skill. Status effects will not be added if this status effect is removed during a Special Skill.
statuseffects.extra.tag.ghost,"While in [#!]Ghost[#] form, Character can't gain mana and can't be healed by Special Skills, but is immune to normal attacks, Special Skill attacks, damage dealing passives, status effects and stacks.
[*] Immune to new [#!]Growth[#] and [#!]Wither[#] effects."
statuseffects.extra.tag.managenerationmodifier,Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.
statuseffects.extra.taunt,Taunt prevents all enemies from using Special Skills on allies who don't have Taunt.
statuseffects.extra.toxin,"The [#!]Toxin[#] damage is increased by {EXTRABOOSTEDHEALTHDAMAGE}% against targets with boosted health. 
[*]The [#!]Toxin[#] damage is increased by {EXTRAFAMILIARDAMAGE}% per Minion or Mega Minion owned by target.
[*] Maximum increased damage is {MAXEXTRADAMAGE}%."
statuseffects.extra.underwatermagmacube,"If a Magma Cube is replaced by a new Magma Cube, it explodes. This can happen up to {MAXREPLACE} times per cast."
story.character.commandergrey,Commander Grey
story.character.covenantmaster,Covenant Master
story.character.fafnir,Fafnir
story.character.fafnir_and_ott,Regin and Ott
story.character.limitbreak_omega,Omega
story.character.moreau_possessed,Demi-Moreau
story.character.musketeers,The Three Musketeers
story.character.s3loki,Loki
story.character.s4_demiurge,Demiurge
story.character.unknown,???
story.nametag.kalevala_sampo,Sampo
story.questline.alliancequestcastle.end.00,"Well, that was quite a challenge!"
story.questline.alliancequestcastle.end.01,I never thought that the Wolf Knights and the Raven Knights would join forces.
story.questline.alliancequestcastle.end.02,Everyone fought with great honor!
story.questline.alliancequestcastle.end.03,I never thought the Stag Knights could be so ruthless!
story.questline.alliancequestcastle.end.04,The Bear Knights are indeed great defenders!
story.questline.alliancequestcastle.end.05,It seems a new age is here. The age of Alliances!
story.questline.alliancequestcastle.end.06,Hooray! Alliances are fun! Let's all share the castle!
story.questline.alliancequestcastle.end.07,Teddy! Last one at the castle has to clean the stables!
story.questline.alliancequestcastle.start.00,"Two groups of knights have gathered in the courtyard of Castle Stoneworth.

The time is nigh for the Clash of Knights."
story.questline.alliancequestcastle.start.01,The rules are unequivocal.
story.questline.alliancequestcastle.start.02,The winners shall rule the castle as they wish...
story.questline.alliancequestcastle.start.03,...and the losers must obey their rules!
story.questline.alliancequestcastle.start.04,But only until the next Clash takes place!
story.questline.alliancequestcastle.start.05,The Wolf Knights and the Raven Knights look at each other. Suddenly more knights appear from the forest.
story.questline.alliancequestcastle.start.06,Greetings fellow knights!
story.questline.alliancequestcastle.start.07,The Stag Knights are here to challenge you!
story.questline.alliancequestcastle.start.08,We are the Bear Knights! All brave champions hear me! Raise your blades to begin the fight!
story.questline.alliancequestcastle.start.09,All knights raise their blades...
story.questline.alliancequestcastle.start.10,..for the Clash of Knights to begin!
story.questline.alliancequestmoths.end.00,"Well fought, fabulous moths!"
story.questline.alliancequestmoths.end.01,Thank you! You may pass.
story.questline.alliancequestmoths.end.02,Great! Time to arrange a feast!
story.questline.alliancequestmoths.end.03,Such a shame... Their treasure would have been a great addition to my collection.
story.questline.alliancequestmoths.start.00,I sense an unknown presence in our forest...
story.questline.alliancequestmoths.start.01,"Hmm, interesting! Have they got any treasure?"
story.questline.alliancequestmoths.start.02,"Chunkyroi, you need to focus. We might have to defend our forest."
story.questline.alliancequestmoths.start.03,Anyone there? Hello!
story.questline.alliancequestmoths.start.04,This magical forest is beautiful...
story.questline.alliancequestmoths.start.05,Almost as beautiful as the treasure I smell on you!
story.questline.alliancequestmoths.start.06,Hey! Are you saying I smell?
story.questline.alliancequestmoths.start.07,There is an entrance fee for entering our domain. The fee is... all the treasure you have.
story.questline.alliancequestmoths.start.08,"How about we fight instead? If we lose, we agree to the payment."
story.questline.alliancequestmoths.start.09,"But if we win, we are allowed to pass for free, and you will host a feast for us!"
story.questline.alliancequestmoths.start.10,I like the way you think. Pepperbleu! Let's show them the power of Moths!
story.questline.alliancequestmusketeers.end.00,Delightful! I did not expect your choice of blades to match up so well against the rapier and main-gauche.
story.questline.alliancequestmusketeers.end.01,My horizons have certainly widened. It was a rare pleasure to face off against such a foreign style.
story.questline.alliancequestmusketeers.end.02,"Same on my end. It's not every day I get to match blades with blades, and you four are definitely no pushovers."
story.questline.alliancequestmusketeers.end.03,"I guess hammers aren't in fashion in these parts! A bit disappointing, that."
story.questline.alliancequestmusketeers.end.04,"You'd be hard-pressed to find one of that shape and size. A halberd, perhaps; but a hammer, probably not."
story.questline.alliancequestmusketeers.end.05,"I am loathe to cut this meeting short, but friends, we must not tarry. That diabolical villainess is still on the loose."
story.questline.alliancequestmusketeers.end.06,"Understood. Please excuse our haste. If we are to meet again in the future, let us duel once more — amiably."
story.questline.alliancequestmusketeers.end.07,"Farewell, valiant travellers! May our paths — and blades — cross again!"
story.questline.alliancequestmusketeers.start.00,"Halt, strangers! Sheathe your weapons and declare your affiliation."
story.questline.alliancequestmusketeers.start.01,"Um, sorry? Who are you people?"
story.questline.alliancequestmusketeers.start.02,Are you not aware of where you are passing through? Surely you are not feigning ignorance of the musketeers?
story.questline.alliancequestmusketeers.start.03,"Sorry, we're just travellers. And no, that name doesn't really ring a bell."
story.questline.alliancequestmusketeers.start.04,"Outrageous. Friends, I daresay these two so-called travellers are far too suspicious and well-armed to just let by."
story.questline.alliancequestmusketeers.start.05,Let us swiftly disarm and dispose of these scoundrels. We have little time to spare in our pursuit of Milady.
story.questline.alliancequestmusketeers.start.06,All for one —
story.questline.alliancequestmusketeers.start.07,— and one for all!
story.questline.ancientdragon.end.00,"Well fought, Commander!"
story.questline.ancientdragon.end.01,"It is an utmost priority to maintain peace in the Ancient Underroot. Now begone, Terrorclaw!"
story.questline.ancientdragon.end.02,"This is not the last time you hear of me, Saestrasz!"
story.questline.ancientdragon.end.03,"One day, I will claim the riches of the Underroot!"
story.questline.ancientdragon.end.04,We will see about that!
story.questline.ancientdragon.start.00,The Ancient Underroot... It has been hidden for hundreds of years.
story.questline.ancientdragon.start.01,Legends say there is ancient treasure here.
story.questline.ancientdragon.start.02,Saestrasz! How did you find this place?
story.questline.ancientdragon.start.03,The riches of the Underroot are mine!
story.questline.ancientdragon.start.04,Terrorclaw! I should have known that you are here.
story.questline.ancientdragon.start.05,"We will not let you corrupt this place. Commander, prepare for battle!"
story.questline.astralelves.end.00,Amazing show! Humans are always so full of energy.
story.questline.astralelves.end.01,It is always refreshing to have such lively visitors.
story.questline.astralelves.end.02,It's always fun to face an awesome challenge!
story.questline.astralelves.end.03,"Please, you may visit us any time you like."
story.questline.astralelves.end.04,You bet we will!
story.questline.astralelves.start.00,This place is amazing! I never expected to find myself in a place like this.
story.questline.astralelves.start.01,"Hello humans! I am Starwalker, king of the Astral Elves."
story.questline.astralelves.start.02,Gaze upon the plane where galaxies sleep.
story.questline.astralelves.start.03,It is rare to receive humans as visitors.
story.questline.astralelves.start.04,You must have great power to have found the astral plane.
story.questline.astralelves.start.05,"As a matter of fact, I would like to test your power. Care for a friendly challenge?"
story.questline.astralelves.start.06,"How about it Richard? If you were to face the king of the Astral Elves, would you lose?"
story.questline.astralelves.start.07,"Nah, I would win."
story.questline.battle_item.end.00,"Yeah, these should help us in oncoming battles."
story.questline.battle_item.start.00,We should search these ruins for items...
story.questline.battle_item_uncommon.end.00,We found all kinds of things today. Let's put them to good use!
story.questline.battle_item_uncommon.start.00,The old battlegrounds here are full of valuable items. Let's drive the monsters away and see what we find!
story.questline.beachparty.end.00,"That was a lot of fun! Hey, Mortimer, your team put up a good fight."
story.questline.beachparty.end.01,I can't believe that my team lost. Flip is a certified professional water balloon champion!
story.questline.beachparty.end.02,"Honk, honk!"
story.questline.beachparty.end.03,"I didn't want to scare you earlier, but Flip is the reigning water balloon fight grandmaster."
story.questline.beachparty.end.04,"Oh, now I understand why it was so difficult. Flip is the best!"
story.questline.beachparty.end.05,"Don't worry about it too much, it was a fun competition. Let's get on with the party!"
story.questline.beachparty.end.06,Sounds fantastic. There is unlimited ice cream for everyone!
story.questline.beachparty.start.00,"This beach party looks great! Thanks for inviting us, Mortimer!"
story.questline.beachparty.start.01,"No problem, Misty. I'm glad you could join us."
story.questline.beachparty.start.02,What's the main event this time? Why are there water balloons everywhere?
story.questline.beachparty.start.03,We have prepared a water balloon fight. It's going to be massive. You're welcome to join!
story.questline.beachparty.start.04,"That sounds like a lot of fun. My friend, Flip, is really good at slinging water balloons!"
story.questline.beachparty.start.05,"Honk! Honk, honk!"
story.questline.beachparty.start.06,I want to see Flip sling those water balloons! The competition is ON!
story.questline.christmas.end.00,That was really fun!
story.questline.christmas.end.01,"Splendid work, all of you!"
story.questline.christmas.end.02,"Now, we must start preparing for next year's challenge."
story.questline.christmas.end.03,"But first, let's enjoy our holiday feast!"
story.questline.christmas.start.00,I'm adding some finishing touches to make the snowmen extra frosty!
story.questline.christmas.start.01,And I'm testing a pinch of cinnamon to spice up the hot chocolate!
story.questline.christmas.start.02,All the feast decorations are done.
story.questline.christmas.start.03,Boss! We are ready to hit the slopes.
story.questline.christmas.start.04,Well done everyone! It's time to show our guests a jolly good time!
story.questline.class_decimate.end.00,"Your accomplishments in wizardry are commendable. I, Ulmer, declare you victorious!"
story.questline.class_decimate.end.01,"Only I have the authority to declare things here! I, Balthazar, declare you victorious!"
story.questline.class_decimate.start.00,"I, Ulmer, am the most accomplished Wizard here. I welcome you to the Trials of Decimation."
story.questline.class_decimate.start.01,"Don't listen to that fool. I, Balthazar, am the most accomplished Wizard here! Let the Trials begin!"
story.questline.class_fortitude.end.00,You are strong as an oak. Great work Commander!
story.questline.class_fortitude.start.00,You must be unyielding to pass this trial.
story.questline.class_fortitude.start.01,It is time to start the Trials of Fortitude!
story.questline.class_inner_peace.end.00,You wield bow with accuracy and grace. Well done Commander!
story.questline.class_inner_peace.start.00,Archery is all about concentration and breath control.
story.questline.class_inner_peace.start.01,Please join me in the Trials of Serenity!
story.questline.class_justice.end.00,"You have proven yourself, Commander. Farewell."
story.questline.class_justice.start.00,"Commander, it is time to prove that you are virtuous. Welcome to the Trials of Justice."
story.questline.class_mystic.end.00,Great work! The golems have been dealt with!
story.questline.class_mystic.start.00,It's dangerous up ahead! One of my experimental golems got loose!
story.questline.class_mystic.start.01,Let the Trials of Mysticism begin!
story.questline.class_nature.end.00,"Commander, you clearly are one with the nature. Safe travels!"
story.questline.class_nature.start.00,This forest offers many challenges. Welcome to the Trials of Nature.
story.questline.class_piety.end.00,"Commander, you are an inspiration to us all! Impressive work!"
story.questline.class_piety.start.00,"Let's measure your devotion in the Trials of Piety, Commander!"
story.questline.class_shadows.end.00,"Well well, look who made it through. Not bad."
story.questline.class_shadows.start.00,"Alright hotshot, let's see if you can beat the Trials of Shadows."
story.questline.class_strength.end.00,Nashgar not strong enough to crush Commander. Commander good!
story.questline.class_strength.start.00,Nashgar strong. Nashgar crush you!
story.questline.class_strength.start.01,Nashgar is really excited about the Trials of Strength! Good luck Commander!
story.questline.class_survivor.end.00,You're tougher than you look Commander.
story.questline.class_survivor.end.01,You have our respect... for now.
story.questline.class_survivor.start.00,Do you think you are a match for the Trials of Survival?
story.questline.class_survivor.start.01,"Come on Azlar, let's show them a real challenge."
story.questline.costume_quest1.end.00,Hmm... Those bandits sure had some silly Costumes...
story.questline.costume_quest1.end.01,But look at you! What a transformation!
story.questline.costume_quest1.end.02,I'll take that as a compliment!
story.questline.costume_quest1.start.00,Welcome to the Masquerade! This is a...
story.questline.costume_quest1.start.01,"...wait, where is your Costume, Elena?"
story.questline.costume_quest1.start.02,You don't have a Costume either!
story.questline.costume_quest1.start.03,Aha! Those masked bandits must have taken them!
story.questline.costume_quest1.start.04,"Let's get the Costumes back, Commander!"
story.questline.covenant_1.end.00,Unimaginable! You are still on your feet.
story.questline.covenant_1.end.01,"You have well-earned our respect, and your passage forward."
story.questline.covenant_1.end.02,May your journey be filled with great challenges.
story.questline.covenant_1.start.00,"Have you ever seen a land like this? Ice and fire, both withstanding each other!"
story.questline.covenant_1.start.01,"If the land itself shows such a great persistence, I wonder what lies ahead of us..."
story.questline.covenant_1.start.02,That would be the Covenant of Champions!
story.questline.covenant_1.start.03,"A place for the most exceptional warriors, as only rare few are honored with our membership."
story.questline.covenant_1.start.04,Which is why I cannot let any ordinary travelers wander around here.
story.questline.covenant_1.start.05,"Oh! But now that I look at you, something tells me you have seen a battle or two. Hmm..."
story.questline.covenant_1.start.06,Here is the deal! You must earn your passage through this land by fighting our Champions!
story.questline.covenant_1.start.07,"Now, which weapon would you prefer?"
story.questline.covenant_2.end.00,Unimaginable! You are still on your feet.
story.questline.covenant_2.end.01,"You have well-earned our respect, and your passage forward."
story.questline.covenant_2.end.02,May your journey be filled with great challenges.
story.questline.covenant_2.start.00,"Have you ever seen a land like this? Ice and fire, both withstanding each other!"
story.questline.covenant_2.start.01,"If the land itself shows such a great persistence, I wonder what lies ahead of us..."
story.questline.covenant_2.start.02,That would be the Covenant of Champions!
story.questline.covenant_2.start.03,"A place for the most exceptional warriors, as only rare few are honored with our membership."
story.questline.covenant_2.start.04,Which is why I cannot let any ordinary travelers wander around here.
story.questline.covenant_2.start.05,"Oh! But now that I look at you, something tells me you have seen a battle or two. Hmm..."
story.questline.covenant_2.start.06,Here is the deal! You must earn your passage through this land by fighting our Champions!
story.questline.covenant_2.start.07,"Now, which weapon would you prefer?"
story.questline.crafting.end.00,Make sure to put the materials to good use!
story.questline.crafting.start.00,These woods are abundant with materials we can use for crafting.
story.questline.crafting_uncommon.end.00,"The mission is completed, we got a good haul of materials from here. Let's return home."
story.questline.crafting_uncommon.start.00,Our heroes and forges are in constant need of new equipment and materials. Let's see what we can find from here.
story.questline.dragon_battle_and_crafting.end.00,And so it happened like the stars foretold. Use these items well.
story.questline.dragon_battle_and_crafting.start.00,"The stars have foretold: You will find many items tonight, should you venture further into the night skies."
story.questline.dragon_dragonlings_and_xp.end.00,Thank you! We should train them to grow into great Dragons!
story.questline.dragon_dragonlings_and_xp.start.00,Dragonlings have escaped into the night! Please find and rescue them!
story.questline.dragon_dragonstone_and_fish.end.00,Are you going to eat those or use them to expand the Dragonspire?
story.questline.dragon_dragonstone_and_fish.start.00,This river is filled with Dragonstone and Fish. Help me catch the delicious fish!
story.questline.dragon_element_blue.end.00,You endured well. May the warm dragon fire light your way!
story.questline.dragon_element_blue.start.00,Welcome to the ice-cold Sapphire Cavern. Be careful not to freeze up!
story.questline.dragon_element_extra.end.00,The rumors were true! Use it wisely.
story.questline.dragon_element_extra.start.00,The Rainbow Cavern is rumored to hold a chalice containing the powers of all five elements. Let's be careful!
story.questline.dragon_element_extra2.end.00,You claimed the pendant! Use its power carefully.
story.questline.dragon_element_extra2.start.00,The sentinels of this cavern are said to guard the Dragonstone Pendant. Prepare yourself well!
story.questline.dragon_element_green.end.00,"The power of nature is impressive, right? Well fought."
story.questline.dragon_element_green.start.00,This is the fabled Jade Cavern. It holds the power of nature. Stay on your guard!
story.questline.dragon_element_purple.end.00,You did well! Holy Dragons are strong against the Dark Dragons.
story.questline.dragon_element_purple.start.00,This cavern radiates with dark energy. Be careful that it won't consume you!
story.questline.dragon_element_red.end.00,"Well done, you prevailed well against the test of fire."
story.questline.dragon_element_red.start.00,"The rubies here are sharp as thorns. Be careful, as the cuts burn like fire!"
story.questline.dragon_element_yellow.end.00,Well fought. These items are great for Dragon Ascension.
story.questline.dragon_element_yellow.start.00,Did you know topaz has some cleansing qualities? Prepare yourself!
story.questline.dragon_legendary.end.00,That was a tough battle. I was barely able to beat you.
story.questline.dragon_legendary.end.01,"You have trained well. Last time we met, you weren't this powerful."
story.questline.dragon_legendary.end.02,"Since you have bested us, here is a Legendary Dragon Token. You can use it to summon new allies."
story.questline.dragon_legendary.end.03,"Thank you, Lux! This will help me a lot!"
story.questline.dragon_legendary.end.04,"My pleasure. Now, travel safely, Blaze."
story.questline.dragon_legendary.start.00,Lux! We meet again.
story.questline.dragon_legendary.start.01,"Hello, Blaze. I hope you have been well since we last met."
story.questline.dragon_legendary.start.02,"It's been quite rough recently. I am looking for new allies, but nobody wants to join my party."
story.questline.dragon_legendary.start.03,"I see. Would you like to challenge me and my companions? If you win, I will give you a reward that will help you."
story.questline.dragon_legendary.start.04,That sounds good! Let's battle!
story.questline.dragon_scroll.end.00,Ancient Knowledge of Dragons is power. Use it well!
story.questline.dragon_scroll.start.00,"Ancient knowledge of Dragons is hidden deep within this cave. Stay alert, as there might be guardians protecting the cave!"
story.questline.easter.end.00,Great! I knew you could do it!
story.questline.easter.end.01,Very nice. I'm impressed!
story.questline.easter.end.02,And now we celebrate!
story.questline.easter.end.03,Springvale Festival is the best! It was awesome that you could join us!
story.questline.easter.start.00,The Springvale Festival is about to begin! Let's go!
story.questline.easter.start.01,"Jack, would you let this rookie join so easily?"
story.questline.easter.start.02,"Well... The more the merrier, right?"
story.questline.easter.start.03,We'll see if they can manage... This festival is not for rookies!
story.questline.easter.start.04,Bring it on!
story.questline.element_blue.end.00,"The ice warriors just refuse to stay down... if we slay one, it eventually gets back up again."
story.questline.element_blue.end.01,"We stopped them for now, though. I wonder if this is the last we've seen of them..."
story.questline.element_blue.start.00,The people in this region firmly believe that an unnatural winter is coming.
story.questline.element_blue.start.01,"Look out! Icy warriors are emerging from the blizzard, hungry for fight!"
story.questline.element_extra.end.00,"The attack was a success! We've scattered the vile forces far and wide, and it'll take a good while for the enemies to regroup."
story.questline.element_extra.start.00,This remote mountain pass serves as a main transport route for armies of evil. We can slow down their operations with a surprise strike here!
story.questline.element_extra2.end.00,"The attack was a success! We've scattered the vile forces far and wide, and it'll take a good while for the enemies to regroup."
story.questline.element_extra2.start.00,This remote mountain pass serves as a main transport route for armies of evil. We can slow down their operations with a surprise strike here!
story.questline.element_green.end.00,The guardian beasts had been corrupted by the Dark Lord... and we had no choice but to stop them.
story.questline.element_green.end.01,The residents of the forest appreciate our help. We may even later get the permission to explore the lost ruins of the forest!
story.questline.element_green.start.00,Shrikewood... the forest has been forbidden for outsiders for ages. It's said to be guarded by mighty beasts.
story.questline.element_green.start.01,"We've received a plea for help from within... it may be a trap, but it's our duty to do what we can!"
story.questline.element_purple.end.00,"The vampire lord has been driven away. It was kind of easier than I expected, though."
story.questline.element_purple.end.01,"I wonder if there's a Vampire King somewhere, ruling above all the lords? Or maybe a Vampire Queen? Maybe we'll find out someday!"
story.questline.element_purple.start.00,"Morlovia! A country full of cemeteries, mist and ruined castles. How charming!"
story.questline.element_purple.start.01,Why am I not surprised to learn that a vampire lord has been sighted here? Let's stop him before he causes more harm!
story.questline.element_red.end.00,The dragon was about to ignite the entire volcano! We stopped it at the last minute!
story.questline.element_red.end.01,The volcano is quiet for now... but I don't think this is the last we've seen of dragons here.
story.questline.element_red.start.00,"This volcano has been dormant for hundreds of years... but something has activated it, threatening nearby lands!"
story.questline.element_red.start.01,I bet my boots that a dragon of some kind is behind this. Let's investigate!
story.questline.element_yellow.end.00,"Yes, we've found a well-hidden oasis amidst the sandy dunes!"
story.questline.element_yellow.end.01,We can rest at the oasis if we ever decide to explore further into this vast desert.
story.questline.element_yellow.start.00,"It's very dry here, not a drop of water anywhere to be found. But the area is also swarming with monsters..."
story.questline.element_yellow.start.01,There must be a hidden oasis somewhere. Let's look for it!
story.questline.food.end.00,"Great job, this will keep our people fed for a while."
story.questline.food.start.00,Let's hunt for food for our army!
story.questline.gem.end.00,The city must have been rich indeed! I wonder if we can find more some other day?
story.questline.gem.start.00,I've read that a mighty city once stood here. Let's look for treasure!
story.questline.gem_uncommon.end.00,These treasures were guarded lightly. Maybe there are still more secrets that this city hides from us.
story.questline.gem_uncommon.start.00,We've found new areas of the ancient city to explore!
story.questline.goblin.end.00,Our mightiest warriors have been defeated. We shall trade with you.
story.questline.goblin.end.01,"That was a good fight indeed. But I must insist on carrying out our duty, and confiscating any dangerous items."
story.questline.goblin.end.02,We can't give up our goods without any payment. Our mighty boars would go hungry.
story.questline.goblin.end.03,I've never seen boars that big! They must need a lot of food.
story.questline.goblin.end.04,Perhaps we can come to an agreement.
story.questline.goblin.end.05,Let us enter the warriors' hall then and dine while we talk. There is goblin carrot stew for all.
story.questline.goblin.end.06,Thank you for your hospitality. Let's enjoy the stew!
story.questline.goblin.start.00,Halt! Who goes there?
story.questline.goblin.start.01,"We are heroes, enjoying our vacation. We were coming to the Goblin village to trade for supplies."
story.questline.goblin.start.02,Are you trading here too? We haven't seen you before.
story.questline.goblin.start.03,"We are the Garrison Guard, sworn to maintain order in the land once your Free Army had driven out the Dark Lord."
story.questline.goblin.start.04,We have orders to confiscate illegal fireworks and dangerous items being sold by Goblins. There have been injuries in the area.
story.questline.goblin.start.05,"No cutting in line! If you want our supplies, you will have to brawl for them like everyone else."
story.questline.goblin.start.06,"Brawl? If we must, we must."
story.questline.guestip1.end.00,"I never back down,"
story.questline.guestip1.end.01,I never quit!
story.questline.guestip1.end.02,Acknowledge Me
story.questline.guestip1.end.03,Fiat Lux
story.questline.guestip1.start.00,A Portal to a new dimension is opening.
story.questline.guestip1.start.01,"In the distance, an audience is cheering."
story.questline.guestip1.start.02,The tournament begins! Are you ready?
story.questline.guestip1.start.03,"Live fast, fight hard, no regrets!"
story.questline.halloween.end.00,No! This is impossible! You mortals have defeated us in our own court!
story.questline.halloween.end.01,"Father, these heroes proved to be a match for our family..."
story.questline.halloween.end.02,So it seems my child. We shall get our feast the next time we meet!
story.questline.halloween.start.00,You have arrived to the Court of the Vampire King.
story.questline.halloween.start.01,"Father, I'm hungry. Who are these intruders?"
story.questline.halloween.start.02,It's your lucky night my child. We'll be feasting soon!
story.questline.hotm_quest1.end.00,The battle... it's already over...
story.questline.hotm_quest1.end.01,"Well, that was quite a brawl. And all of us had use for our skills!"
story.questline.hotm_quest1.end.02,"It seems combining our powers made us stronger, after all."
story.questline.hotm_quest1.end.03,Stronger. Together.
story.questline.hotm_quest1.end.04,"Good work, everyone!"
story.questline.hotm_quest1.start.00,Hey! You!
story.questline.hotm_quest1.start.01,"Yes, I mean You, Commander!"
story.questline.hotm_quest1.start.02,We're discussing what is the absolute best way to prevail in combat.
story.questline.hotm_quest1.start.03,Fire. Fire burns everything.
story.questline.hotm_quest1.start.04,I'd rather snipe the enemy with a cursed arrow.
story.questline.hotm_quest1.start.05,"Hah. Destruction is easy. But unlike you two, I bring things to life!"
story.questline.hotm_quest1.start.06,Oh but I can -
story.questline.hotm_quest1.start.07,"Whoa, watch out! The whole tavern is getting all worked up about this!"
story.questline.hotm_quest1.start.08,A battle is brewing...
story.questline.hotm_quest1.start.09,The brawl has already started! Fight!
story.questline.iron.end.00,"That's a good amount of iron there, let's head back to base."
story.questline.iron.start.00,Our builders can always use more iron.
story.questline.kalevala_advanced.end.00,♫ Louhi's claws are on the Sampo! ♫
story.questline.kalevala_advanced.end.01,♫ Mine at last — now to Pohjola! ♫
story.questline.kalevala_advanced.end.02,"♫ Quickly, stop that witch escaping! ♫"
story.questline.kalevala_advanced.end.03,♫ Her trajectory is dipping — ♫
story.questline.kalevala_advanced.end.04,"♫ Slips from Louhi's claws, the Sampo — Smashes, shatters into pieces. ♫"
story.questline.kalevala_advanced.end.05,♫ What a cruel joke... ♫
story.questline.kalevala_advanced.end.06,♫ NO! MY SAMPO!!! ♫
story.questline.kalevala_advanced.end.07,"♫ Louhi loudly screechs, curses — Flails and wails. Then disengages. ♫"
story.questline.kalevala_advanced.end.08,♫ Our heroes three are heading home. ♫
