ID,Name,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #4,Passive #5,Passive #CB1,Passive #CB2,Passive #CB3,Passive #CB4,Passive #CB5,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power,parentHeroId,costumeBonusesId,CB1検索キー,CB2検索キー,CB3検索キー,CB4検索キー,CB1 Atk,CB1 Def,CB1 HP,CB1 Mana,CB2 Atk,CB2 Def,CB2 HP,CB2 Mana,CB3 Atk,CB3 Def,CB3 HP,CB3 Mana,CB4 Atk,CB4 Def,CB4 HP,CB4 Mana
shadow_zavinia,Zavinia,Hybrid of the Deep,,536,Green,5,SecretHeroZavinia,cultist,2024-06-30,Rogue,Fast,darts_of_the_deep,insanity_damage_reduction,,,,,,,,,,Attack Up,1180,1087,1909,1109,1272,1172,2057,1186,1455,1341,2354,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_zavinia,,,,,,,,,,,,,,,,,,,,,
shadow_penelope,Penelope,Fierce Ex-Librarian,,633,Green,5,ShadowQuest,investigator,2025-02-06,Fighter,Slow,cut_cure_and_craze,,,,,,,,,,,Boosted Regen,1176,1170,2191,1170,1267,1260,2362,1251,1450,1442,2702,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_penelope,,,,,,,,,,,,,,,,,,,,,
shadow_melancholia,Melancholia,Acolyte of the Old Ones,,507,Purple,5,SecretHeroMelancholia,cultist,2024-05-01,Paladin,Slow,grim_awakening,insanity_damage_reduction,,,,,,,,,,Ailment Immunity,1093,1155,2136,1129,1178,1245,2302,1208,1348,1424,2633,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_melancholia,,,,,,,,,,,,,,,,,,,,,
shadow_asketel,Asketel,Seeker of Lost Knowledge,,681,Purple,5,ShadowQuest,cultist,2025-05-13,Wizard,Average,necronomicon_page_13,,,,,,,,,,,Fiend Resist,1219,1200,2163,1190,1314,1294,2331,1273,1503,1480,2667,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_asketel,,,,,,,,,,,,,,,,,,,,,
shadow_hunter,Hunter,Descendant of the Old Ones,,525,Purple,5,SecretHeroHunter,investigator,2024-06-04,Barbarian,Fast,merciless_execution,insanity_damage_reduction,,,,,,,,,,Attack Up,1184,1128,1998,1134,1276,1216,2153,1213,1460,1391,2463,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_hunter,,,,,,,,,,,,,,,,,,,,,
shadow_dolores,Dolores,Reckless Private Investigator,,514,Yellow,5,SecretHeroDolores,investigator,2024-05-17,Cleric,Fast,yellow_signs,insanity_damage_reduction,,,,,,,,,,Attack Up,1135,1104,1911,1098,1223,1189,2060,1174,1399,1361,2357,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_dolores,,,,,,,,,,,,,,,,,,,,,
shadow_rosanna,Rosanna,Trueshot,,663,Red,5,ShadowQuest,investigator,2025-04-03,Ranger,Fast,last_words,,,,,,,,,,,Attack Up,1233,1159,2154,1182,1329,1249,2322,1264,1521,1430,2656,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_rosanna,,,,,,,,,,,,,,,,,,,,,
shadow_shoggo,Shoggo,Shapeshifting Guide,,1221,Purple,4,ShadowQuest,cultist,2025-01-09,Druid,Average,lantern_of_insanity,,,,,,,,,,,Defense Up,711,701,1300,712,773,761,1413,766,896,883,1638,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_shoggo,,,,,,,,,,,,,,,,,,,,,
shadow_cthuwu,Cthuwu,Spawn of the Old Ones,,1495,Yellow,3,ShadowQuest,cultist,2025-01-09,Fighter,Fast,brain_link,,,,,,,,,,,Attack Up,486,467,966,501,551,529,1095,559,681,654,1353,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_cthuwu,,,,,,,,,,,,,,,,,,,,,
elemental_jolt,Jolt,Electric Navigator,,461,Blue,5,SuperElemental,super_elemental,2024-01-29,Fighter,Very Fast,chain_lightning,strong_troop_damage_modifier,,,,,,,,,,Dodge,1071,978,1596,997,1154,1054,1720,1064,1320,1206,1968,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elemental_jolt,,,,,,,,,,,,,,,,,,,,,
journey_xie_zi_jing,Xie Zi Jing,Scorpion Demoness,,464,Purple,5,KingdomWar,journey,2024-02-06,Fighter,Fast,wrathful_sting,heal_on_buff_with_chance,mana_on_buff_with_chance,,,,,,,,,Counter[-]attack,1025,976,1730,999,1105,1052,1864,1067,1264,1203,2133,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journey_xie_zi_jing,,,,,,,,,,,,,,,,,,,,,
journey_tang_sanzang,Tang Sanzang,Great Mystery of the River,,494,Yellow,5,KingdomWar,journey,2024-04-02,Monk,Very Fast,golden_cicada,heal_on_buff_with_chance,mana_on_buff_with_chance,,,,,,,,,Damage Reduction,1011,1073,1757,1025,1090,1156,1893,1095,1247,1323,2166,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journey_tang_sanzang,,,,,,,,,,,,,,,,,,,,,
owl_relius,Relius,Herbalist of Owl Tower,,443,Green,5,TowerOwl,owl,2023-12-20,Druid,Average,mixed_green_herbs,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Regen,947,1038,1695,984,1021,1118,1827,1051,1168,1280,2090,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_relius,,,,,,,,,,,,,,,,,,,,,
owl_timius,Timius,Royal Vanguard of Owl Tower,,444,Blue,5,TowerOwl,owl,2023-12-20,Fighter,Fast,for_queen_and_hollow,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Dodge,1005,994,1643,985,1083,1072,1771,1052,1239,1226,2026,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_timius,,,,,,,,,,,,,,,,,,,,,
owl_ommodus,Ommodus,Lawbringer of Owl Tower,,445,Purple,5,TowerOwl,owl,2023-12-20,Barbarian,Slow,poleaxe_of_the_law,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Regen,986,1023,1627,984,1063,1103,1753,1051,1216,1262,2006,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_ommodus,,,,,,,,,,,,,,,,,,,,,
owl_livia,Livia,Head Priestess of Owl Tower,,469,Yellow,5,TowerOwl,owl,2024-02-14,Paladin,Average,rites_of_inner_knowledge,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Regen,970,1081,2004,1047,1045,1165,2160,1119,1196,1333,2471,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_livia,,,,,,,,,,,,,,,,,,,,,
owl_verus,Verus,Scout Commander of Owl Tower,,483,Green,5,TowerOwl,owl,2024-03-13,Ranger,Average,swooping_talon,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Attack Up,1075,1046,1812,1047,1158,1127,1953,1119,1325,1290,2235,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_verus,,,,,,,,,,,,,,,,,,,,,
owl_lodius,Lodius,Berserker of Owl Tower,,470,Red,5,TowerOwl,owl,2024-02-14,Barbarian,Very Fast,battleclaw_strike,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Defense Up,1042,1038,1600,1004,1123,1118,1724,1072,1285,1280,1973,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_lodius,,,,,,,,,,,,,,,,,,,,,
owl_mariol,Mariol,Courtier of Owl Tower,,484,Blue,5,TowerOwl,owl,2024-03-13,Cleric,Fast,healing_mirror,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Heal Increase,1060,1079,1781,1047,1143,1163,1920,1119,1308,1330,2197,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_mariol,,,,,,,,,,,,,,,,,,,,,
owl_juliani,Juliani,Justiciar of Owl Tower,,1213,Purple,4,TowerOwl,owl,2024-02-14,Wizard,Slow,scroll_of_spite,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Attack Up,677,692,1289,696,736,752,1401,749,853,872,1624,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_juliani,,,,,,,,,,,,,,,,,,,,,
owl_pertinax,Pertinax,Knight Guardian of Owl Tower,,632,Yellow,5,TowerOwl,owl,2025-02-05,Paladin,Average,vengeance_of_owlhalla,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Counter[-]attack,1161,1186,2117,1159,1252,1278,2282,1240,1432,1463,2611,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_pertinax,,,,,,,,,,,,,,,,,,,,,
owl_cennius,Cennius,Hidden Claw of Owl Tower,,538,Purple,5,TowerOwl,owl,2024-07-02,Rogue,Average,blade_wings,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Fiend Resist,1130,1100,1794,1079,1218,1185,1933,1153,1394,1356,2212,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_cennius,,,,,,,,,,,,,,,,,,,,,
owl_eron,Eron,Minstrel of Owl Tower,,510,Red,5,TowerOwl,owl,2024-05-08,Sorcerer,Fast,song_of_hoot_and_holler,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Fiend Resist,1106,1071,1678,1046,1192,1154,1809,1118,1363,1320,2070,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_eron,,,,,,,,,,,,,,,,,,,,,
owl_olbec,Olbec,Alchemist of Owl Tower,,1211,Blue,4,TowerOwl,owl,2023-12-20,Wizard,Fast,ill_fated_experiment,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Attack Up,724,641,1253,693,787,697,1362,746,912,808,1579,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_olbec,,,,,,,,,,,,,,,,,,,,,
owl_paeia,Paeia,Princess of Owl Tower,,1485,Yellow,3,TowerOwl,owl,2023-12-20,Cleric,Very Slow,owls_blessing,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Damage Reduction,432,533,884,489,490,604,1002,545,606,747,1238,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_paeia,,,,,,,,,,,,,,,,,,,,,
owl_featherino,Featherino,Anxious Rapscallion of Owl Tower,,1486,Green,3,TowerOwl,owl,2023-12-20,Rogue,Average,jack_of_owl_trades,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Dodge,571,425,757,489,648,482,858,546,800,596,1061,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_featherino,,,,,,,,,,,,,,,,,,,,,
holy_god_zora,Zora,Knight of the Rose,,450,Yellow,5,MonthlyHeroJanuary2024,hotm2024,2024-01-01,Paladin,Slow,dawnlight_rally,mana_on_debuff,resist_direct_mana_reductions,,,,,,,,,Damage Reduction,871,999,1744,953,939,1076,1880,1018,1074,1231,2151,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy_god_zora,,,,,,,,,,,,,,,,,,,,,
ice_god_callum,Gladius,Relentless Tracker,,463,Blue,5,MonthlyHeroFebruary2024,hotm2024,2024-02-01,Ranger,Fast,hunters_instinct,mana_on_enemy_defense_buff,resist_special_blocking,,,,,,,,,Attack Up,972,918,1705,960,1047,990,1838,1025,1198,1132,2103,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_god_callum,,,,,,,,,,,,,,,,,,,,,
champions_satori,Satori,Sumo Champion,,429,Blue,5,Champions,champions,2023-11-29,Paladin,Average,thousand_palm_strikes,mana_on_dispel_buff_satori,health_boost_on_dispel,mana_gen_on_debuff,,,,,,,,Damage Reduction,992,990,1666,982,1070,1067,1795,1049,1224,1221,2054,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,champions_satori,,,,,,,,,,,,,,,,,,,,,
owl_fulvia,Fulvia,Queen of Owl Tower,,446,Red,5,TowerOwl,owl,2023-12-20,Cleric,Average,royal_assault,mana_generation_modifier_all_enemies_stronger,,,,,,,,,,Counter[-]attack,1032,1011,1542,985,1112,1090,1662,1052,1272,1247,1902,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owl_fulvia,,,,,,,,,,,,,,,,,,,,,
elemental_niki,Niki,Scythe Master of the Dark Sea,,474,Red,5,SuperElemental,super_elemental,2024-02-26,Wizard,Slow,pain_harvest,strong_troop_damage_modifier,,,,,,,,,,Regen,968,1036,1833,1010,1043,1116,1975,1079,1193,1277,2260,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elemental_niki,,,,,,,,,,,,,,,,,,,,,
elemental_gastille,Gastille,Multidimensional Hazard,,491,Purple,5,SuperElemental,super_elemental,2024-03-25,Barbarian,Average,elemental_corruption,strong_troop_damage_modifier,,,,,,,,,,Attack Up,1075,1009,1720,1024,1158,1087,1853,1094,1325,1244,2120,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elemental_gastille,,,,,,,,,,,,,,,,,,,,,
champions_norman,Norman,Jousting Champion,,457,Red,5,Champions,champions,2024-01-11,Fighter,Average,unstoppable_charge,bypass_taunt_effects,add_mana_on_enemy_taunt_norman,mana_gen_on_debuff,,,,,,,,Knight's Endurance,1013,992,1685,993,1092,1070,1815,1060,1249,1224,2077,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,champions_norman,,,,,,,,,,,,,,,,,,,,,
dark_god_anoushka,Anoushka,The Reclusive Seeress,,477,Purple,5,MonthlyHeroMarch2024,hotm2024,2024-03-01,Druid,Average,strange_incense,heal_on_debuff,resist_accuracy_modifier_debuffs,,,,,,,,,Regen,902,984,1788,966,972,1061,1926,1031,1112,1214,2204,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark_god_anoushka,,,,,,,,,,,,,,,,,,,,,
champions_nogu,Nogu,Javelin Throw Champion,,468,Green,5,Champions,champions,2024-02-09,Ranger,Fast,the_perfect_throw,healthboost_on_enemy_healthboost,mana_on_enemy_healthboost_nogu,mana_gen_on_debuff,,,,,,,,Attack Up,1027,999,1689,1000,1107,1076,1820,1068,1267,1231,2082,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,champions_nogu,,,,,,,,,,,,,,,,,,,,,
champions_ramona,Ramona,Ram Turismo Champion,,495,Purple,5,Champions,champions,2024-04-05,Monk,Very Fast,three_little_rams,mana_on_ally_fiend_summon_ramona,health_boost_on_ally_fiend_summon_ramona,mana_gen_on_debuff,,,,,,,,Attack Up,1021,1062,1765,1026,1101,1145,1902,1097,1259,1310,2176,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,champions_ramona,,,,,,,,,,,,,,,,,,,,,
lunar_new_year_gongniu,Gongniu,Lunar Guardian Ox,,466,Yellow,5,LunarNewYear,zodiac_ox,2024-02-08,Cleric,Slow,rejuvenating_elixir,enemy_minion_follower_silencer,heal_on_debuff,,,,,,,,,Boosted Regen,875,1042,1864,983,943,1123,2009,1050,1079,1285,2298,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunar_new_year_gongniu,,,,,,,,,,,,,,,,,,,,,
lunar_new_year_qinglong,Qinglong,Lunar Strategist Dragon,,467,Green,5,LunarNewYear,zodiac_dragon,2024-02-08,Wizard,Very Fast,confident_strategy,enemy_minion_follower_silencer,,,,,,,,,,Special Boost,1001,953,1726,983,1078,1027,1860,1050,1234,1176,2128,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunar_new_year_qinglong,,,,,,,,,,,,,,,,,,,,,
gargoyle_garten,Garten,Party Gargoyle,,475,Green,5,RecurringGargoyles2,gargoyle,2024-02-27,Sorcerer,Average,bone_club_party,gargoyle_soft_skin,,,,,,,,,,Damage Reduction,1048,1083,1812,1048,1129,1167,1953,1120,1292,1336,2235,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gargoyle_garten,,,,,,,,,,,,,,,,,,,,,
gargoyle_pophit,Pophit,Virtuoso Gargoyle,,476,Blue,5,RecurringGargoyles2,gargoyle,2024-02-27,Wizard,Fast,one_hit_wonder,gargoyle_soft_skin,,,,,,,,,,Attack Up,1079,1067,1767,1048,1163,1149,1904,1120,1330,1315,2179,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gargoyle_pophit,,,,,,,,,,,,,,,,,,,,,
wonderland_knave_of_hearts,Knave of Hearts,Thief of Wonderland,,502,Purple,5,RecurringFestival,wonderland,2024-04-18,Barbarian,Fast,stolen_tarts,,,,,,,,,,,Dodge,1079,999,1823,1037,1163,1076,1964,1108,1330,1231,2247,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wonderland_knave_of_hearts,,,,,,,,,,,,,,,,,,,,,
guardian_elephant,Guardian Elephant,True Arrow of Teltoc,,472,Yellow,5,RecurringFestival,guardian,2024-02-22,Ranger,Slow,rain_of_arrows,resist_status_effect_damage,,,,,,,,,,Special Armor,990,1062,1722,1009,1067,1145,1855,1078,1221,1310,2123,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guardian_elephant,,,,,,,,,,,,,,,,,,,,,
fables_cinderella,Cinderella,Housemaid of Grimforest,,473,Red,5,RecurringFestival,fable,2024-02-22,Cleric,Fast,fairy_godmothers_blessing,resist_status_effect_damage,,,,,,,,,,Heal Increase,1032,1027,1672,1007,1112,1107,1802,1076,1272,1267,2062,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fables_cinderella,,,,,,,,,,,,,,,,,,,,,
champions_lazara,Lazara,Baseball Champion,,481,Yellow,5,Champions,champions,2024-03-08,Barbarian,Average,home_run,damage_on_enemy_cleanse,health_boost_on_ally_cleanse,mana_gen_on_debuff,,,,,,,,Dodge,1040,1017,1730,1015,1121,1096,1864,1085,1282,1254,2133,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,champions_lazara,,,,,,,,,,,,,,,,,,,,,
astral_melodymuse,Melodymuse,Astral Elf Poet,,569,Yellow,5,AstralElves,astral_elves,2024-09-16,Cleric,Fast,moonlight_crescendo,share_received_damage,resist_poison,,,,,,,,,Fiend Resist,1052,1155,2024,1099,1134,1245,2182,1175,1297,1424,2496,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_melodymuse,,,,,,,,,,,,,,,,,,,,,
astral_hammerclang,Hammerclang,Astral Elf Blacksmith,,492,Red,5,AstralElves,astral_elves,2024-03-28,Rogue,Fast,celestial_anvil,share_received_damage,resist_poison,,,,,,,,,Special Boost,1027,1052,1678,1013,1107,1134,1809,1083,1267,1297,2070,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_hammerclang,,,,,,,,,,,,,,,,,,,,,
astral_moonbell,Moonbell,Astral Elf Summoner,,541,Yellow,5,AstralElves,astral_elves,2024-07-10,Sorcerer,Average,astral_summon,share_received_damage,resist_poison,,,,,,,,,Dodge,1032,1205,1868,1085,1112,1298,2013,1159,1272,1485,2303,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_moonbell,,,,,,,,,,,,,,,,,,,,,
astral_demilune,Demilune,Astral Elf Oracle,,516,Purple,5,AstralElves,astral_elves,2024-05-20,Wizard,Fast,moon_crush_beam,share_received_damage,resist_poison,,,,,,,,,Attack Up,1095,1069,1744,1051,1181,1152,1880,1124,1351,1318,2151,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_demilune,,,,,,,,,,,,,,,,,,,,,
astral_mooncure,Mooncure,Astral Elf Incense Master,,555,Blue,5,AstralElves,astral_elves,2024-08-19,Cleric,Slow,astral_myrrh,share_received_damage,resist_poison,,,,,,,,,Heal Increase,1065,1170,1868,1086,1147,1260,2013,1161,1313,1442,2303,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_mooncure,,,,,,,,,,,,,,,,,,,,,
astral_moonflower,Moonflower,Astral Elf Botanist,,478,Green,5,AstralElves,astral_elves,2024-03-07,Druid,Fast,leafglow_bloom,share_received_damage,resist_poison,,,,,,,,,Damage Reduction,994,1073,1720,1014,1072,1156,1853,1083,1226,1323,2120,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_moonflower,,,,,,,,,,,,,,,,,,,,,
astral_dreadstar,Dreadstar,Queen of the Astral Elves,,479,Purple,5,AstralElves,astral_elves,2024-03-07,Sorcerer,Average,astral_dominion,share_received_damage,resist_poison,,,,,,,,,Attack Up,1015,1060,1689,1013,1094,1143,1820,1082,1252,1308,2082,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_dreadstar,,,,,,,,,,,,,,,,,,,,,
astral_starlass,Starlass,Astral Elf Arbalist,,530,Green,5,AstralElves,astral_elves,2024-06-12,Ranger,Slow,power_wave,share_received_damage,resist_poison,,,,,,,,,Damage Reduction,1032,1165,1788,1062,1112,1256,1926,1135,1272,1437,2204,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_starlass,,,,,,,,,,,,,,,,,,,,,
astral_lemonwood,Lemonwood,Astral Elf Marksman,,480,Yellow,5,AstralElves,astral_elves,2024-03-07,Ranger,Fast,wandering_star_shot,share_received_damage,resist_poison,,,,,,,,,Dodge,1042,1036,1668,1013,1123,1116,1798,1082,1285,1277,2057,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_lemonwood,,,,,,,,,,,,,,,,,,,,,
astral_voidstar,Voidstar,Astral Elf Great Knight,,504,Purple,5,AstralElves,astral_elves,2024-04-22,Paladin,Average,paragon_of_constellations,share_received_damage,resist_poison,,,,,,,,,Defense Up,1003,1114,1814,1041,1081,1201,1955,1113,1236,1374,2237,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_voidstar,,,,,,,,,,,,,,,,,,,,,
astral_lionstring,Lionstring,Astral Elf Dressmaker,,1214,Green,4,AstralElves,astral_elves,2024-03-07,Wizard,Very Fast,cloth_of_constellations,share_received_damage,resist_poison,,,,,,,,,Dodge,684,688,1292,697,743,748,1403,750,861,867,1627,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_lionstring,,,,,,,,,,,,,,,,,,,,,
astral_starswift,Starswift,Astral Elf Youth,,1489,Red,3,AstralElves,astral_elves,2024-03-07,Fighter,Average,starplay,share_received_damage,resist_poison,,,,,,,,,Attack Up,524,481,787,493,594,545,892,550,735,674,1102,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astral_starswift,,,,,,,,,,,,,,,,,,,,,
fire_god_zarga,Zarga,Fast Blade,,493,Red,5,MonthlyHeroApril2024,hotm2024,2024-04-01,Rogue,Fast,thousand_cuts,mana_on_bleed,heal_on_enemy_bleed,,,,,,,,,Special Boost,1069,867,1652,973,1152,934,1780,1038,1318,1069,2037,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_god_zarga,,,,,,,,,,,,,,,,,,,,,
easter_timothy,Timothy,The Plucky Piglet,,486,Red,5,Easter,easter,2024-03-18,Rogue,Average,adventure_awaits,,,,,,,,,,,Heal Increase,978,990,1823,999,1054,1067,1964,1067,1206,1221,2247,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easter_timothy,,,,,,,,,,,,,,,,,,,,,
easter_miss_ethel,Miss Ethel,Defender of Springvale,,487,Blue,5,Easter,easter,2024-03-18,Fighter,Average,mooing_for_a_fight,,,,,,,,,,,Attack Up,1009,955,1816,999,1087,1030,1958,1067,1244,1178,2240,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easter_miss_ethel,,,,,,,,,,,,,,,,,,,,,
